name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost_for_two,meal_type,city
Juice Fresco & Pizza,No,No,3.4,12,JP Nagar,"Quick Bites, Beverage Shop",Unknown,"Beverages, Pizza",300,Delivery,Koramangala 7th Block
Gilly's Restobar,No,Yes,4.5,3919,Koramangala 5th Block,"Pub, Casual Dining","Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari","Finger Food, Continental, North Indian",1000,Delivery,Koramangala 7th Block
Desserts Tree,Yes,No,3.8,87,Koramangala 1st Block,Sweet Shop,Unknown,"Mithai, Desserts",100,Delivery,Koramangala 7th Block
House Of Commons,No,Yes,4.7,4449,Koramangala 5th Block,Bar,"Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini","Continental, Asian, North Indian",1000,Delivery,Koramangala 7th Block
Happy Brew,No,Yes,4.0,2161,Koramangala 5th Block,Lounge,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries","Continental, American, Chinese, BBQ, Salad",1000,Delivery,Koramangala 7th Block
1522 - The Pub,No,Yes,4.2,1745,Koramangala 4th Block,Pub,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","Chinese, Continental, North Indian",1400,Delivery,Koramangala 7th Block
Barleyz,No,No,3.8,4655,Koramangala 6th Block,"Lounge, Microbrewery","Tandoori Chicken, Fish Chilli, Cocktails, Pizza, Craft Beer, Chaat, Long Island Iced Tea","North Indian, Continental, Chinese",2000,Delivery,Koramangala 7th Block
Akshaya Grand,Yes,No,3.4,29,BTM,Casual Dining,Unknown,North Indian,750,Delivery,Koramangala 7th Block
A Today Thick Shakes,No,No,3.2,9,Koramangala 5th Block,Beverage Shop,Unknown,Beverages,200,Delivery,Koramangala 7th Block
Shri Vinayaka Ice N Juice,Yes,No,3.7,17,Jayanagar,Quick Bites,Unknown,"Fast Food, Beverages",200,Delivery,Koramangala 7th Block
Sagar Fast Food,Yes,No,3.7,67,BTM,Quick Bites,"Idli, Masala Dosa, Sweet Lassi","South Indian, Chinese, North Indian",300,Delivery,Koramangala 7th Block
Upahara Sagar,No,No,3.0,25,Jayanagar,Quick Bites,Unknown,"South Indian, North Indian, Chinese",300,Delivery,Koramangala 7th Block
Natuna Seafood House,Yes,No,4.1,76,Koramangala 5th Block,Quick Bites,"Sea Food, Thali, Red Snapper, Fish Fry, Neer Dosa",Seafood,450,Delivery,Koramangala 7th Block
BMR Hyderabad Biryani,Yes,No,3.6,24,BTM,"Takeaway, Delivery",Unknown,Biryani,400,Delivery,Koramangala 7th Block
Chination,Yes,No,3.5,4,Koramangala 4th Block,Delivery,Unknown,Chinese,600,Delivery,Koramangala 7th Block
Tella Tales,Yes,No,4.2,414,Koramangala 5th Block,Cafe,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries","Cafe, Desserts, Beverages",700,Delivery,Koramangala 7th Block
Om Sweets & Snacks,No,No,3.9,34,Koramangala 5th Block,Sweet Shop,Unknown,"Mithai, Oriya, Bengali",150,Delivery,Koramangala 7th Block
Jayanagar Grill House,Yes,No,3.5,35,Jayanagar,Quick Bites,Unknown,"Biryani, Kebab",250,Delivery,Koramangala 7th Block
Pecos Hideout,No,Yes,4.0,171,BTM,Bar,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts",Finger Food,1100,Delivery,Koramangala 7th Block
Over The Top Terrace Lounge,No,Yes,3.9,1390,Koramangala 5th Block,Lounge,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers","Continental, North Indian",1400,Delivery,Koramangala 7th Block
ThrowBack - Pub & Dine,No,No,3.9,234,Langford Town,"Bar, Casual Dining","Cocktails, Pizza, French Fries","Italian, North Indian, Continental",1000,Delivery,Koramangala 7th Block
Invitation Bar & Restaurant,No,No,3.0,15,BTM,Bar,Unknown,North Indian,1000,Delivery,Koramangala 7th Block
Tawa,Yes,No,3.4,25,Koramangala 1st Block,Quick Bites,Unknown,North Indian,200,Delivery,Koramangala 7th Block
Dyu Art Cafe,No,No,4.5,3849,Koramangala 5th Block,Cafe,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie","Cafe, Italian, Fast Food",800,Delivery,Koramangala 7th Block
Vennela Andhra Meals,Yes,No,3.0,23,Jayanagar,Quick Bites,Unknown,Andhra,400,Delivery,Koramangala 7th Block
Swad Plaza,Yes,No,3.4,6,BTM,Quick Bites,Unknown,"North Indian, Chinese",400,Delivery,Koramangala 7th Block
M World Cafe,Yes,No,3.5,14,Koramangala 1st Block,Cafe,Unknown,Cafe,500,Delivery,Koramangala 7th Block
Kerala Mess,Yes,No,3.4,19,Koramangala 1st Block,Quick Bites,Unknown,Kerala,200,Delivery,Koramangala 7th Block
Hot & Cold Hut,Yes,No,3.0,46,Koramangala 4th Block,Quick Bites,Unknown,"Fast Food, Rolls, Juices",200,Delivery,Koramangala 7th Block
Aroma Fine Dine,Yes,Yes,4.0,126,HSR,Casual Dining,"Chicken Biryani, Dal Makhani, Bamboo Biryani, Garlic Naan","North Indian, Mughlai, Chinese, South Indian",900,Delivery,Koramangala 7th Block
Dice N Dine,Yes,Yes,4.3,1810,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta","Continental, Cafe, Italian, Fast Food, Steak",900,Delivery,Koramangala 7th Block
Combo Box,Yes,No,3.0,20,Koramangala 7th Block,"Takeaway, Delivery",Unknown,"North Indian, Biryani, Chinese",500,Delivery,Koramangala 7th Block
Om Made Cafe,No,No,4.1,2737,Koramangala 5th Block,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","Cafe, Continental, European, Juices",1300,Delivery,Koramangala 7th Block
Third Wave Coffee Roasters,No,No,4.4,1227,Koramangala 4th Block,Cafe,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie","Cafe, Continental, Desserts",800,Delivery,Koramangala 7th Block
Eat Street,No,No,4.2,1534,Koramangala 6th Block,Quick Bites,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles","North Indian, Chinese, Italian, Street Food, Desserts",600,Delivery,Koramangala 7th Block
Big Wong XL,No,Yes,4.5,688,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Sake, Veg Sushi, Virgin Pinacolada, Tempura Prawns, Sea Food","Chinese, Sushi, Asian, Thai",1400,Delivery,Koramangala 7th Block
Nagarjuna,No,No,4.3,2307,Koramangala 5th Block,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani","Andhra, North Indian, Biryani",800,Delivery,Koramangala 7th Block
Kritunga Restaurant,No,No,3.8,1162,Koramangala 5th Block,Casual Dining,"Bamboo Chicken, Pot Biryani, Brain Fry, Hyderabadi Biryani, Brinjal Curry, Jowar Roti, Mutton Curry","Andhra, Biryani, North Indian, Chinese",650,Delivery,Koramangala 7th Block
Hunan,No,Yes,4.3,2254,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea","Chinese, Thai, Momos",1100,Delivery,Koramangala 7th Block
California Burrito,No,No,4.1,1228,Koramangala 5th Block,Quick Bites,"Nachos, Rice Bowl, California Burrito, Rice Bowls, Chicken Quesadilla, Bbq Chicken, Pink Lemonade","Mexican, Fast Food",400,Delivery,Koramangala 7th Block
Anjappar,No,No,3.9,1161,Koramangala 4th Block,Casual Dining,"Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken","Chettinad, South Indian",650,Delivery,Koramangala 7th Block
Royal Treat,No,No,4.1,440,Koramangala 5th Block,Casual Dining,"Dragon Chicken, Butter Chicken, Rolls, Mutton Biryani, Raita, Panneer Butter Masala, Tandoori Chicken","North Indian, Chinese, Biryani",500,Delivery,Koramangala 7th Block
Moghul Durbar Restaurant,No,No,4.0,339,Jayanagar,Casual Dining,"Ghee Rice, Mutton Biryani, Haleem, Lassi, Chicken Biryani, Chicken Kebab, Dal Fry","North Indian, BBQ, Kebab, Rolls",550,Delivery,Koramangala 7th Block
Enerjuvate Studio & Cafe,Yes,Yes,4.4,469,Koramangala 4th Block,Cafe,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea","Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800,Delivery,Koramangala 7th Block
Market Table,No,Yes,4.5,553,Koramangala 5th Block,Cafe,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll","Cafe, Continental, Mediterranean, Beverages",900,Delivery,Koramangala 7th Block
Pot-O-Noodles,No,Yes,4.3,170,Koramangala 4th Block,Casual Dining,"Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Gyoza, Steamed Rice","Chinese, Asian, Japanese",800,Delivery,Koramangala 7th Block
Stoked!,No,No,4.3,295,Koramangala 4th Block,Cafe,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles","Cafe, Italian, Pizza",850,Delivery,Koramangala 7th Block
Nandhana Palace,No,Yes,4.1,819,Koramangala 4th Block,"Casual Dining, Bar","Supreme Chicken Biryani, Chicken Curry, Curd Rice, Chilli Chicken, Veg Thali, Lime Soda, Mutton Bone Soup","Andhra, Biryani, North Indian, Chinese",800,Delivery,Koramangala 7th Block
Khawa Karpo,No,No,4.3,996,Koramangala 5th Block,Quick Bites,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken","Chinese, Tibetan, Momos",350,Delivery,Koramangala 7th Block
The Himalayan,No,Yes,4.4,329,Koramangala 5th Block,Casual Dining,"Mocktails, Kimchi, Sushi, Pork Bibimbap, Ginger Tea, Chicken Sizzler, Salads",Korean,1200,Delivery,Koramangala 7th Block
Art of Delight,No,No,4.3,450,Koramangala 5th Block,Dessert Parlor,"Waffles, Blueberry Cheesecake, Brownie Fudge, Vanilla Ice Cream, Freak Shake, Nutella Cheesecake, Nutella Waffle","Ice Cream, Desserts, Beverages",400,Delivery,Koramangala 7th Block
Indian Coffee House & Restaurant,No,No,4.2,676,Koramangala 5th Block,Casual Dining,"Buttermilk, Chicken Dosa, Masala Dosa, Filter Coffee, Tea, Chicken Sandwich, Paneer Dosa","South Indian, North Indian, Chinese",650,Delivery,Koramangala 7th Block
Narmadha's Hyderabad Biriyani,No,No,3.9,206,BTM,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani","Biryani, Hyderabadi",600,Delivery,Koramangala 7th Block
Samosa Party,No,No,4.1,45,Koramangala 5th Block,Quick Bites,"Chai, Aloo Samosa, Tea","Street Food, Fast Food",150,Delivery,Koramangala 7th Block
Bundar,No,No,4.1,2450,Koramangala 6th Block,Cafe,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings","Cafe, Burger, Fast Food, Desserts",700,Delivery,Koramangala 7th Block
Wild Thyme Restaurant,No,No,4.4,44,Koramangala 5th Block,Casual Dining,Unknown,"Chinese, Continental, North Indian, Italian, Seafood",800,Delivery,Koramangala 7th Block
Jose's Mess,No,No,4.4,318,BTM,Mess,"Beef Fry, Masala Dosa, Chicken Curry, Fish Fry, Chicken Biryani, Roast Beef, Beef Curry","Kerala, South Indian, Biryani",300,Delivery,Koramangala 7th Block
Johnny Fox,No,No,3.9,70,Hosur Road,Bar,Unknown,"North Indian, Chinese",1500,Delivery,Koramangala 7th Block
The Yellow Tuk-Tuk Cafe,Yes,No,3.6,16,Koramangala 5th Block,Cafe,Unknown,"Cafe, Continental, Beverages",500,Delivery,Koramangala 7th Block
Thottathil Restaurant,No,No,3.8,71,BTM,Quick Bites,Unknown,"Kerala, South Indian, Biryani",300,Delivery,Koramangala 7th Block
Amaravati,No,No,3.6,39,BTM,Quick Bites,Unknown,"North Indian, Chinese",400,Delivery,Koramangala 7th Block
Natural Ice Cream,No,No,4.5,941,Koramangala 1st Block,Dessert Parlor,"Coffee Walnut, Chocolate Icecreams, Tender Coconut Ice Cream, Thandai, Mango Ice Cream, Fruit Ice Cream, Custard Apple","Ice Cream, Beverages",200,Delivery,Koramangala 7th Block
King Punjabi Restaurant,No,No,3.8,53,BTM,Quick Bites,Unknown,North Indian,300,Delivery,Koramangala 7th Block
Bengali Fun Foods,Yes,Yes,3.9,67,BTM,Casual Dining,Unknown,"Bengali, North Indian",600,Delivery,Koramangala 7th Block
Navya Andhra Style Restaurant,No,No,3.5,12,Hosur Road,Delivery,Unknown,"North Indian, South Indian",200,Delivery,Koramangala 7th Block
Big Fat Brownie,Yes,No,3.4,6,HSR,"Takeaway, Delivery",Unknown,"Bakery, Sandwich",400,Delivery,Koramangala 7th Block
Hyderabad Bawarchi,No,No,3.9,118,Jayanagar,Casual Dining,"Khubani Ka Meetha, Mutton Biryani, Chicken Biryani, Tandoori Chicken, Hyderabadi Dum Biryani, Raita","North Indian, Biryani, Chinese",800,Delivery,Koramangala 7th Block
Malabar Cafe,Yes,No,3.3,4,Bannerghatta Road,Quick Bites,Unknown,"South Indian, Kerala, Biryani",400,Delivery,Koramangala 7th Block
B2D Indori Dhaba,No,No,3.4,5,BTM,Quick Bites,Unknown,North Indian,100,Delivery,Koramangala 7th Block
Al Hayath,No,No,3.5,16,BTM,Quick Bites,Unknown,"North Indian, Chinese",200,Delivery,Koramangala 7th Block
Shree Thali,No,No,4.1,183,Koramangala 5th Block,Mess,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",North Indian,150,Delivery,Koramangala 7th Block
Eat N Pack,No,No,3.3,4,BTM,Quick Bites,Unknown,Kerala,150,Delivery,Koramangala 7th Block
Hungry Lee,No,No,4.1,357,BTM,Quick Bites,"Noodles, Nasi Goreng, Rolls, Kiwi Mojito, Brownie, Tom Yum Soup, Dumplings","Chinese, Thai, Asian",500,Delivery,Koramangala 7th Block
BTM Ghar ka Khana,No,No,3.7,127,BTM,Quick Bites,"Matar Paneer, Paratha, Chole Bhature, Lassi",North Indian,200,Delivery,Koramangala 7th Block
Mars Chicken Delight,No,No,3.7,107,Koramangala 1st Block,Casual Dining,"Biryani, Pudina Chicken, Kalmi Kebab, Chicken Kebab, Chicken Delight, Butter Chicken, Chicken Roll","North Indian, Chinese, Biryani, Beverages",500,Delivery,Koramangala 7th Block
Al-Madina,No,No,3.3,8,BTM,"Takeaway, Delivery",Unknown,"North Indian, Chinese",500,Delivery,Koramangala 7th Block
Rolls On Wheels,No,No,3.4,16,BTM,Quick Bites,Unknown,"Fast Food, Rolls, Momos",200,Delivery,Koramangala 7th Block
Ambur Biryani,No,No,3.5,17,Koramangala 3rd Block,Quick Bites,Unknown,"Biryani, Chinese",250,Delivery,Koramangala 7th Block
Alfa Family Restaurant,No,No,3.0,30,Wilson Garden,Quick Bites,Unknown,"North Indian, Arabian, Chinese",400,Delivery,Koramangala 7th Block
Falahaar,No,No,3.9,154,Koramangala 6th Block,Quick Bites,"Sabudana Khichdi, Pav Bhaji, Pyaz Kachori, Chole Bhature, Faluda, Malai Ghewar, Lassi","North Indian, Street Food",200,Delivery,Koramangala 7th Block
Late Night,No,No,3.6,117,BTM,Delivery,"Naan, Panneer Butter Masala, Butter Chicken, Chicken Tikka, Biryani, Roti","North Indian, Chinese",500,Delivery,Koramangala 7th Block
Yeti,No,No,3.7,22,BTM,"Quick Bites, Dessert Parlor",Unknown,"Fast Food, Desserts, Ice Cream",300,Delivery,Koramangala 7th Block
Juicemaker,No,No,3.9,164,Koramangala 8th Block,Beverage Shop,"Salads, Sandwiches, Shawarma, Watermelon Juice, Tea, Papaya Juice, Fruit Juices","Beverages, Fast Food",400,Delivery,Koramangala 7th Block
PORKEATS,No,No,3.4,6,Koramangala 6th Block,Quick Bites,Unknown,"Goan, Mangalorean",400,Delivery,Koramangala 7th Block
BOX8- Desi Meals,Yes,No,3.8,4,Indiranagar,"Takeaway, Delivery",Unknown,"North Indian, Mughlai, Fast Food",500,Delivery,Koramangala 7th Block
Chopserve,No,No,3.7,19,Koramangala 1st Block,"Takeaway, Delivery",Unknown,BBQ,300,Delivery,Koramangala 7th Block
Bisimillah Biriyani,No,No,3.5,11,BTM,Quick Bites,Unknown,"Biryani, Fast Food",300,Delivery,Koramangala 7th Block
Lakeview Milkbar,No,No,3.8,290,Koramangala 8th Block,"Dessert Parlor, Cafe","Burgers, Pizza, Chocolate Fudge, Caramel Cheesecake, Vanilla Ice Cream, Hot Chocolate, Thick Shakes","Desserts, Cafe, Fast Food",500,Delivery,Koramangala 7th Block
Hungry Lion,No,No,3.0,16,Wilson Garden,Quick Bites,Unknown,"Street Food, Beverages",200,Delivery,Koramangala 7th Block
Avon Bar & Kitchen,No,No,3.8,106,BTM,Casual Dining,Unknown,"Andhra, Chinese, North Indian",700,Delivery,Koramangala 7th Block
Bansuri Sweets,No,No,3.7,73,Koramangala 6th Block,"Sweet Shop, Quick Bites","Thali, Dhokla, Chaat, Samosa, Panipuri, Jalebi, Pav Bhaji","Mithai, North Indian, Street Food",250,Delivery,Koramangala 7th Block
Jai Jinendra,No,No,4.0,99,Koramangala 6th Block,Quick Bites,"Dhokla, Raj Kachori, Panipuri, Jalebi, Pyaz Kachori","Street Food, Beverages",200,Delivery,Koramangala 7th Block
Cafe Arabica,No,No,3.8,69,Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery, Arabian, Fast Food",700,Delivery,Koramangala 7th Block
Hotel Darshan Paradise,Yes,No,3.6,16,BTM,Quick Bites,Unknown,"North Indian, Chinese",300,Delivery,Koramangala 7th Block
North Indian And Bengali Mess,No,No,3.7,34,Koramangala 5th Block,Mess,Unknown,"North Indian, Bengali",300,Delivery,Koramangala 7th Block
Srinivasa Mess,No,No,3.7,34,Wilson Garden,Mess,Unknown,"Andhra, Chinese",300,Delivery,Koramangala 7th Block
Eat N Drink,No,No,3.8,87,BTM,Quick Bites,"Sandwiches, Fruit Juices, Burgers, Chicken Sandwich, Omelette, French Fries, Oreo Shake",Fast Food,250,Delivery,Koramangala 7th Block
Mini Adiga's,No,No,2.8,27,BTM,Quick Bites,Unknown,"South Indian, North Indian, Chinese, Street Food, Juices",250,Delivery,Koramangala 7th Block
V.S. Garden Restaurant,No,No,3.5,17,Ejipura,Casual Dining,Unknown,"North Indian, Chinese",800,Delivery,Koramangala 7th Block
Vijaya Sagar,No,No,3.6,15,Wilson Garden,Quick Bites,Unknown,"South Indian, North Indian, Chinese",300,Delivery,Koramangala 7th Block
Champaran Spice,No,No,3.4,6,BTM,Quick Bites,Unknown,North Indian,400,Delivery,Koramangala 7th Block
French Bakery,No,No,3.3,7,BTM,Delivery,Unknown,"Desserts, Bakery, Beverages",250,Delivery,Koramangala 7th Block
Jeevika Donne Biryani,No,No,3.4,8,Koramangala 8th Block,Quick Bites,Unknown,"Biryani, Chinese, Fast Food",300,Delivery,Koramangala 7th Block
Bisimillah Biriyani's & Kebab's,No,No,3.3,6,BTM,Quick Bites,Unknown,"Biryani, Fast Food",300,Delivery,Koramangala 7th Block
Hungry Paunch,No,No,4.0,203,Koramangala 6th Block,"Food Court, Quick Bites","Luchi, Mutton Kosha, Mutton Curry, Roti, Fish Finger, Chicken Curry","Bengali, Bihari",350,Delivery,Koramangala 7th Block
The Cheesecake Corner,No,No,3.7,48,BTM,"Takeaway, Delivery","Blueberry Cheesecake, Oreo Cheesecake",Desserts,400,Delivery,Koramangala 7th Block
Candy Cake,No,No,3.4,6,BTM,Bakery,Unknown,Bakery,500,Delivery,Koramangala 7th Block
Swad Restaurant,Yes,No,3.5,107,BTM,Unknown,"Butter Chicken, Mushroom Manchurian, Bhindi Fry","North Indian, Chinese",500,Delivery,Koramangala 7th Block
Daily Bread,No,No,2.7,53,Koramangala 4th Block,"Bakery, Quick Bites","Sandwiches, Sandwich, Coffee","Bakery, Fast Food, Italian",600,Delivery,Koramangala 7th Block
Food And You,No,No,3.8,89,Koramangala 5th Block,Quick Bites,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti","North Indian, Gujarati",300,Delivery,Koramangala 7th Block
Apsara Ice Cream,No,No,4.1,147,Koramangala 5th Block,Dessert Parlor,Panipuri,Ice Cream,200,Delivery,Koramangala 7th Block
The Lassi Bar,No,No,3.7,42,BTM,Beverage Shop,Unknown,"Beverages, Juices",300,Delivery,Koramangala 7th Block
Singh Punjabi Dhaba,No,No,3.8,67,BTM,Quick Bites,Unknown,"North Indian, Chinese",400,Delivery,Koramangala 7th Block
Pai's Kitchen,No,No,3.5,12,Koramangala 2nd Block,Quick Bites,Unknown,South Indian,200,Delivery,Koramangala 7th Block
Punjabi Daawat,No,No,2.4,221,BTM,Quick Bites,"Lassi, Soya Chaap, Fish, Masala Papad",North Indian,550,Delivery,Koramangala 7th Block
UNIK Food,No,No,3.3,4,Jayanagar,Quick Bites,Unknown,"North Indian, Chinese",300,Delivery,Koramangala 7th Block
Foodies Club,Yes,No,3.4,5,BTM,Quick Bites,Unknown,"South Indian, Chinese, North Indian, Sandwich, Rolls",300,Delivery,Koramangala 7th Block
Victoria Terminus,No,No,3.4,6,Ejipura,Quick Bites,Unknown,"Fast Food, Maharashtrian, Rolls",250,Delivery,Koramangala 7th Block
Chettinad Food House,No,No,3.1,7,BTM,Quick Bites,Unknown,"South Indian, Chettinad, North Indian",300,Delivery,Koramangala 7th Block
RP Sweets,No,No,3.4,9,BTM,Sweet Shop,Unknown,Mithai,300,Delivery,Koramangala 7th Block
Jiyo Natural,No,No,3.6,14,South Bangalore,Delivery,Unknown,"Healthy Food, North Indian",300,Delivery,Koramangala 7th Block
NGV Fast Food,No,No,3.5,8,Koramangala 6th Block,Quick Bites,Unknown,"North Indian, Fast Food",250,Delivery,Koramangala 7th Block
Kaaka T Cafe,No,No,3.5,6,BTM,Quick Bites,Unknown,Fast Food,400,Delivery,Koramangala 7th Block
Kyakhanahai,No,No,3.4,8,Koramangala 5th Block,Delivery,Unknown,"North Indian, South Indian",400,Delivery,Koramangala 7th Block
Melt,No,No,4.0,115,BTM,Casual Dining,"Burgers, Nachos, Fries, White Sauce Pasta, Cheese Pasta, Chicken Burger, Chicken Steak","Continental, Steak, Fast Food",1000,Delivery,Koramangala 7th Block
Food Junction,No,No,3.5,43,BTM,Quick Bites,Paratha,"North Indian, Chinese, Street Food, Biryani",400,Delivery,Koramangala 7th Block
Happy Plate,No,No,3.6,54,Koramangala 6th Block,Quick Bites,"Chole Bhature, Omelette","North Indian, Chinese, South Indian, Fast Food",400,Delivery,Koramangala 7th Block
Game Of Pizzas,No,No,3.6,16,Koramangala 4th Block,Delivery,Unknown,Italian,500,Delivery,Koramangala 7th Block
Neer Dosa Fish Land,No,No,3.6,39,BTM,Casual Dining,Unknown,"Seafood, Mangalorean",600,Delivery,Koramangala 7th Block
Hunger Meals,No,No,3.8,31,Koramangala 4th Block,Delivery,Chicken Curry,"South Indian, North Indian, Biryani",400,Delivery,Koramangala 7th Block
Kebab Ganj,No,No,3.4,7,Koramangala 6th Block,Delivery,Unknown,"Kebab, Rolls",300,Delivery,Koramangala 7th Block
Little Shangai,No,No,3.3,4,Bannerghatta Road,Food Court,Unknown,"Chinese, North Indian, Fast Food",400,Delivery,Koramangala 7th Block
The Choux Box,No,No,3.5,11,Koramangala 6th Block,"Takeaway, Delivery",Unknown,"Desserts, Bakery",300,Delivery,Koramangala 7th Block
Nightfork,No,No,3.7,125,Koramangala 6th Block,Delivery,"Noodles, Biryani, Peri Peri Pasta, Laccha Paratha","Chinese, Biryani, Pizza, Italian, North Indian",500,Delivery,Koramangala 7th Block
